200 species,100 species,50 species
Acinetobacter bereziniae (taxid 106648),Acinetobacter sp. Marseille-Q1620 (taxid 2714110),Acinetobacter baumannii (taxid 470)
Bradyrhizobium sp. WBOS08 (taxid 2171500),Thermomicrobium roseum DSM 5159 (taxid 309801),Microlunatus elymi (taxid 2596828)
Sulfurivermis fontis (taxid 1972068),Luteimonas granuli (taxid 1176533),Luteimonas sp. JM171 (taxid 1896164)
Leptothrix cholodnii SP-6 (taxid 395495),Ramlibacter tataouinensis (taxid 94132),Comamonas odontotermitis (taxid 379895)
Pseudomonas sp. DR48 (taxid 2871095),Pseudomonas sp. DR48 (taxid 2871095),Pseudomonas mosselii (taxid 78327)
Pseudomonas entomophila (taxid 312306),Stutzerimonas balearica (taxid 74829),Pseudomonas sp. Q1-7 (taxid 3020843)
Streptomyces fradiae (taxid 1906),Thermomonospora amylolytica (taxid 1411117),Nocardioides sp. Arc9.136 (taxid 2996826)
Methylobacterium sp. FF17 (taxid 2984843),Methylobacterium sp. FF17 (taxid 2984843),Mesorhizobium sp. Pch-S (taxid 2082387)
Bacteroides sedimenti (taxid 2136147),Bacteroides finegoldii (taxid 338188),Porphyromonas crevioricanis (taxid 393921)
Sphingomonas sediminicola (taxid 386874),Sphingomonas sediminicola (taxid 386874),Sphingopyxis sp. YF1 (taxid 2482763)
Candidatus Hydrogenosomobacter endosymbioticus (taxid 2558174),Candidatus Hydrogenosomobacter endosymbioticus (taxid 2558174),Pseudomonas mosselii (taxid 78327)
Longicatena caecimuris (taxid 1796635),Staphylococcus sp. IVB6181 (taxid 2929481),Weissella paramesenteroides (taxid 1249)
Oceanicoccus sagamiensis (taxid 716816),Oceanicoccus sagamiensis (taxid 716816),Ethanoligenens harbinense (taxid 253239)
Anderseniella sp. Alg231-50 (taxid 1922226),Caulobacter sp. NIBR1757 (taxid 3016000),Mesorhizobium sp. Pch-S (taxid 2082387)
Candidatus Atelocyanobacterium thalassa (taxid 713887),Mesomycoplasma hyorhinis MCLD (taxid 936139),Collinsella aerofaciens (taxid 74426)
Chamaesiphon minutus PCC 6605 (taxid 1173020),Sphaerospermopsis torques-reginae ITEP-024 (taxid 984208),Pseudomonas mosselii (taxid 78327)
Thiosocius teredinicola (taxid 1973002),Enterobacteriaceae endosymbiont of Plateumaris sericea (taxid 2675797),Rheinheimera sp. F8 (taxid 1763998)
Cystobacter fuscus (taxid 43),Anaeromyxobacter paludicola (taxid 2918171),Desulfuromonas soudanensis (taxid 1603606)
Brevibacillus brevis (taxid 1393),Alkalibacter rhizosphaerae (taxid 2815577),Clostridium baratii (taxid 1561)
Pseudoxanthomonas sp. SL93 (taxid 2995142),Pseudoxanthomonas mexicana (taxid 128785),Stenotrophomonas maltophilia (taxid 40324)
Tautonia plasticadhaerens (taxid 2527974),Planctellipticum variicoloris (taxid 3064265),endosymbiont of unidentified scaly snail isolate Monju (taxid 1248727)
Lysobacter terrestris (taxid 2865112),Lysobacter terrestris (taxid 2865112),Luteimonas sp. JM171 (taxid 1896164)
Candidatus Profftia sp. (ex Adelges kitamiensis) (taxid 2864218),Candidatus Moranella endobia (taxid 1048758),Dickeya solani (taxid 1089444)
Aquihabitans sp. G128 (taxid 2849779),Thermomonospora curvata DSM 43183 (taxid 471852),Nocardioides sp. Arc9.136 (taxid 2996826)
Bdellovibrio sp. 22V (taxid 3044166),Bdellovibrio bacteriovorus (taxid 959),Desulfuromonas soudanensis (taxid 1603606)
Flavobacterium sp. WV_118_3 (taxid 3151764),Flavobacterium channae (taxid 2897181),Myroides fluvii (taxid 2572594)
Methylobacterium currus (taxid 2051553),Methylobacterium sp. FF17 (taxid 2984843),Mesorhizobium sp. Pch-S (taxid 2082387)
Alphaproteobacteria bacterium endosymbiont of Tiliacea citrago (taxid 3077944),Staphylococcus sp. IVB6181 (taxid 2929481),Weissella paramesenteroides (taxid 1249)
Methylophaga pinxianii (taxid 2881052),Vibrio porteresiae DSM 19223 (taxid 1123496),Dickeya solani (taxid 1089444)
Anaeromyxobacter paludicola (taxid 2918171),Anaeromyxobacter paludicola (taxid 2918171),Desulfuromonas soudanensis (taxid 1603606)
Buchnera aphidicola (Ceratoglyphina bambusae) (taxid 1965431),Enterobacteriaceae endosymbiont of Plateumaris sericea (taxid 2675797),Rheinheimera sp. F8 (taxid 1763998)
Streptococcus halichoeri (taxid 254785),Streptococcus agalactiae GD201008-001 (taxid 1203670),Bacillus velezensis (taxid 492670)
Pseudoxanthomonas mexicana (taxid 128785),Pseudoxanthomonas mexicana (taxid 128785),Stenotrophomonas maltophilia (taxid 40324)
Rhodocaloribacter litoris (taxid 2558931),Desulfuromonas soudanensis (taxid 1603606),Desulfuromonas soudanensis (taxid 1603606)
Arcobacter suis CECT 7833 (taxid 663365),Candidatus Campylobacter infans (taxid 2561898),Sulfuricurvum kujiense DSM 16994 (taxid 709032)
Ureaplasma diversum (taxid 42094),Ligilactobacillus agilis (taxid 1601),Weissella paramesenteroides (taxid 1249)
Candidatus Nitrosoglobus terrae (taxid 1630141),Treponema pedis (taxid 409322),Sediminispirochaeta smaragdinae DSM 11293 (taxid 573413)
Paenibacillus sp. DCT19 (taxid 2211212),Roseburia sp. 831b (taxid 1261635),Butyrivibrio crossotus (taxid 45851)
Candidatus Carsonella ruddii CE isolate Thao2000 (taxid 1202536),Candidatus Carsonella ruddii CE isolate Thao2000 (taxid 1202536),Desulfuromonas soudanensis (taxid 1603606)
Pseudomonas sp. G.S.17 (taxid 3137451),Pseudomonas eucalypticola (taxid 2599595),Pseudomonas mosselii (taxid 78327)
Spirochaeta thermophila (taxid 154),Limosilactobacillus fermentum (taxid 1613),Weissella paramesenteroides (taxid 1249)
Streptococcus urinalis (taxid 149016),Streptococcus agalactiae GD201008-001 (taxid 1203670),Bacillus velezensis (taxid 492670)
Yersinia pseudotuberculosis complex (taxid 1649845),Photobacterium damselae subsp. damselae (taxid 85581),Dickeya solani (taxid 1089444)
Mycoplasmoides fastidiosum (taxid 92758),Bacillus sp. ZHX3 (taxid 2841656),Bacillus velezensis (taxid 492670)
Pseudomonas sp. FP1740 (taxid 2954078),Vibrio porteresiae DSM 19223 (taxid 1123496),Dickeya solani (taxid 1089444)
Ammonifex degensii KC4 (taxid 429009),Ammonifex degensii KC4 (taxid 429009),Pseudomonas sp. C27(2019) (taxid 2604941)
Aminobacter sp. NyZ550 (taxid 2979870),Aquibium microcysteis (taxid 675281),Mesorhizobium sp. Pch-S (taxid 2082387)
Lysobacter sp. TY2-98 (taxid 2290922),Lysobacter lycopersici (taxid 1324796),Luteimonas sp. JM171 (taxid 1896164)
Brevibacillus laterosporus (taxid 1465),Spiractinospora alimapuensis (taxid 2820884),Tissierella sp. MB52-C2 (taxid 3070999)
Lactobacillus amylolyticus (taxid 83683),Lacticaseibacillus pantheris (taxid 171523),Weissella paramesenteroides (taxid 1249)
Streptomyces spongiicola (taxid 1690221),Mesorhizobium sp. Pch-S (taxid 2082387),Mesorhizobium sp. Pch-S (taxid 2082387)
Klebsiella sp. LTGPAF-6F (taxid 1905288),Salmonella enterica subsp. enterica serovar Typhi (taxid 90370),Dickeya solani (taxid 1089444)
Turneriella parva DSM 21527 (taxid 869212),Faecalibacterium taiwanense (taxid 3030638),Pseudomonas sp. C27(2019) (taxid 2604941)
Pseudomonas knackmussii (taxid 65741),Pseudomonas sp. ABC1 (taxid 2748080),Pseudomonas sp. Q1-7 (taxid 3020843)
Brucella melitensis bv. 2 str. 63/9 (taxid 520465),Brucella abortus (taxid 235),Mesorhizobium sp. Pch-S (taxid 2082387)
Thermacetogenium phaeum DSM 12270 (taxid 1089553),Faecalibacterium taiwanense (taxid 3030638),Pseudomonas sp. C27(2019) (taxid 2604941)
Paenibacillus urinalis (taxid 521520),Paenibacillus urinalis (taxid 521520),Bacillus velezensis (taxid 492670)
Streptococcus oralis subsp. dentisani (taxid 1458253),Streptococcus agalactiae GD201008-001 (taxid 1203670),Bacillus velezensis (taxid 492670)
Candidatus Westeberhardia cardiocondylae (taxid 1594731),Vibrio vulnificus MO6-24/O (taxid 914127),Dickeya solani (taxid 1089444)
Glutamicibacter sp. ZJUTW (taxid 1155384),Streptomyces albidoflavus (taxid 1886),Desulfuromonas soudanensis (taxid 1603606)
Bifidobacterium sp. ESL0790 (taxid 2983233),Bifidobacterium longum subsp. suillum (taxid 1931217),Ornithinimicrobium avium (taxid 2283195)
Bacteroides sp. DH3716P (taxid 2847299),Leptolyngbya sp. BL0902 (taxid 1115757),Acinetobacter calcoaceticus/baumannii complex (taxid 909768)
Bizionia sp. M204 (taxid 2675331),Mesomycoplasma hyorhinis MCLD (taxid 936139),Collinsella aerofaciens (taxid 74426)
Salmonella enterica subsp. enterica serovar Dublin (taxid 98360),Alteromonas sp. RKMC-009 (taxid 2267264),Dickeya solani (taxid 1089444)
Erythrobacter sp. HKB08 (taxid 2502843),Tsuneonella amylolytica (taxid 2338327),Sphingopyxis sp. YF1 (taxid 2482763)
Yersinia pestis Pestoides G (taxid 649716),Candidatus Moranella endobia (taxid 1048758),Dickeya solani (taxid 1089444)
Vandammella animalimorsus (taxid 2029117),Comamonas odontotermitis (taxid 379895),Comamonas odontotermitis (taxid 379895)
Candidatus Campylobacter infans (taxid 2561898),Candidatus Campylobacter infans (taxid 2561898),Sulfuricurvum kujiense DSM 16994 (taxid 709032)
Sulfurospirillum multivorans DSM 12446 (taxid 1150621),Streptomyces albidoflavus (taxid 1886),Desulfuromonas soudanensis (taxid 1603606)
Lacticaseibacillus pabuli (taxid 3025672),Levilactobacillus brevis (taxid 1580),Weissella paramesenteroides (taxid 1249)
Streptomyces sudanensis (taxid 436397),Streptomyces sp. ICC1 (taxid 2099583),Denitrificimonas caeni (taxid 521720)
Cutibacterium acnes (taxid 1747),Salmonella enterica subsp. enterica serovar Newport (taxid 108619),Mesorhizobium sp. Pch-S (taxid 2082387)
Devosia rhodophyticola (taxid 3026423),Salmonella enterica subsp. enterica serovar Newport (taxid 108619),Mesorhizobium sp. Pch-S (taxid 2082387)
Massilia oculi (taxid 945844),Oryzomicrobium terrae (taxid 1735038),Sulfuritalea hydrogenivorans sk43H (taxid 1223802)
Gloeomargarita lithophora Alchichica-D10 (taxid 1188229),Acaryochloris sp. 'Moss Beach' (taxid 2740837),Pseudomonas sp. C27(2019) (taxid 2604941)
Prevotella histicola (taxid 470565),Hoylesella enoeca (taxid 76123),Sediminicola sp. YIK13 (taxid 1453352)
Lacticaseibacillus pantheris (taxid 171523),Ligilactobacillus agilis (taxid 1601),Weissella paramesenteroides (taxid 1249)
Actinobacillus lignieresii (taxid 720),Actinobacillus succinogenes 130Z (taxid 339671),Dickeya solani (taxid 1089444)
Legionella pneumophila subsp. pneumophila str. Philadelphia 1 (taxid 272624),Photobacterium damselae subsp. damselae (taxid 85581),Dickeya solani (taxid 1089444)
Candidatus Endowatersipora endosymbiont of Watersipora subatra (taxid 3077946),Eubacterium limosum (taxid 1736),Pseudomonas sp. C27(2019) (taxid 2604941)
Nocardioides sp. BP30 (taxid 3036374),Nocardioides sp. NBC_00368 (taxid 2976000),Nocardioides sp. Arc9.136 (taxid 2996826)
Lysobacter solisilvae (taxid 2763317),Lysobacter solisilvae (taxid 2763317),Luteimonas sp. JM171 (taxid 1896164)
Rhodoferax lithotrophicus (taxid 2798804),Ramlibacter tataouinensis (taxid 94132),Comamonas odontotermitis (taxid 379895)
Empedobacter falsenii (taxid 343874),Flavobacterium azooxidireducens (taxid 1871076),Myroides fluvii (taxid 2572594)
Salimicrobium jeotgali (taxid 1230341),Marinilactibacillus sp. 15R (taxid 1911586),Bacillus velezensis (taxid 492670)
Geobacillus sp. 46C-IIa (taxid 1963025),Alkalibacter rhizosphaerae (taxid 2815577),Clostridium baratii (taxid 1561)
Pseudomonas koreensis (taxid 198620),Pseudomonas sp. DR48 (taxid 2871095),Pseudomonas mosselii (taxid 78327)
Altererythrobacter epoxidivorans (taxid 361183),Tsuneonella amylolytica (taxid 2338327),Sphingopyxis sp. YF1 (taxid 2482763)
Clostridioides difficile 2007855 (taxid 699033),Laceyella sacchari (taxid 37482),Aminipila luticellarii (taxid 2507160)
Bifidobacterium actinocoloniiforme DSM 22766 (taxid 1437605),Bifidobacterium longum subsp. suillum (taxid 1931217),Ornithinimicrobium avium (taxid 2283195)
Gimesia aquarii (taxid 2527964),Planctellipticum variicoloris (taxid 3064265),endosymbiont of unidentified scaly snail isolate Monju (taxid 1248727)
Acinetobacter baylyi ADP1 (taxid 62977),Streptomyces lunaelactis (taxid 1535768),Mesorhizobium sp. Pch-S (taxid 2082387)
Syntrophothermus lipocalidus DSM 12680 (taxid 643648),Keratinibaculum paraultunense (taxid 1278232),endosymbiont of unidentified scaly snail isolate Monju (taxid 1248727)
Bordetella parapertussis (taxid 519),Comamonas sp. B21-038 (taxid 2918299),Comamonas odontotermitis (taxid 379895)
Pseudomonas fluorescens (taxid 294),Curtobacterium sp. Csp2 (taxid 2495430),Acinetobacter calcoaceticus/baumannii complex (taxid 909768)
Romboutsia ilealis (taxid 1115758),Desulfuromonas soudanensis (taxid 1603606),Desulfuromonas soudanensis (taxid 1603606)
Sutterella megalosphaeroides (taxid 2494234),Collimonas fungivorans Ter331 (taxid 1005048),Sulfuritalea hydrogenivorans sk43H (taxid 1223802)
Thiopseudomonas alkaliphila (taxid 1697053),Photobacterium damselae subsp. damselae (taxid 85581),Dickeya solani (taxid 1089444)
Phenylobacterium parvum (taxid 2201350),Phenylobacterium sp. LH3H17 (taxid 2903901),Mesorhizobium sp. Pch-S (taxid 2082387)
Alkalicoccus halolimnae (taxid 1667239),Staphylococcus sp. IVB6181 (taxid 2929481),Weissella paramesenteroides (taxid 1249)
Aminithiophilus ramosus (taxid 3029084),Streptococcus agalactiae GD201008-001 (taxid 1203670),Bacillus velezensis (taxid 492670)
Neisseria shayeganii (taxid 607712),Burkholderia cepacia (taxid 292),Enterococcus faecalis (taxid 1351)
Thermomonas brevis (taxid 215691),Luteimonas granuli (taxid 1176533),Luteimonas sp. JM171 (taxid 1896164)
Burkholderia pseudomallei MSHR491 (taxid 1249473),Burkholderia mallei (taxid 13373),Enterococcus faecalis (taxid 1351)
Berryella wangjianweii (taxid 2734634),Phoenicibacter congonensis (taxid 1944646),Collinsella aerofaciens (taxid 74426)
Candidatus Nardonella dryophthoridicola (taxid 1971485),Stenotrophomonas sp. 169 (taxid 2770322),Stenotrophomonas maltophilia (taxid 40324)
Thiosulfatimonas sediminis (taxid 2675054),Vibrio tapetis subsp. tapetis (taxid 1671868),Dickeya solani (taxid 1089444)
Kingella denitrificans (taxid 502),Paraburkholderia caribensis (taxid 75105),Comamonas odontotermitis (taxid 379895)
Fenollaria massiliensis (taxid 938288),Brochothrix thermosphacta (taxid 2756),Clostridium baratii (taxid 1561)
Frigoriglobus tundricola (taxid 2774151),Tuwongella immobilis (taxid 692036),Luteimonas sp. JM171 (taxid 1896164)
Chthonomonas calidirosea T49 (taxid 1303518),Pontibacter sp. SGAir0037 (taxid 2571030),Ethanoligenens harbinense (taxid 253239)
Brevibacterium sp. BRM-1 (taxid 2999062),Brevibacterium sp. CS2 (taxid 2575923),Ornithinimicrobium avium (taxid 2283195)
Streptomyces sp. ICC1 (taxid 2099583),Pseudomonas beijingensis (taxid 2954101),Pseudomonas sp. TCU-HL1 (taxid 1856685)
Bergeyella cardium (taxid 1585976),Aquipluma nitroreducens (taxid 2010828),Sediminicola sp. YIK13 (taxid 1453352)
Paenibacillus sp. PK3_47 (taxid 2072642),Paenibacillus sp. MBLB1832 (taxid 2918901),Bacillus velezensis (taxid 492670)
Klebsiella quasipneumoniae (taxid 1463165),Photobacterium damselae subsp. damselae (taxid 85581),Dickeya solani (taxid 1089444)
Syntrophomonas wolfei subsp. wolfei str. Goettingen G311 (taxid 335541),Streptococcus dysgalactiae subsp. dysgalactiae (taxid 99822),Tissierella sp. MB52-C2 (taxid 3070999)
Lentilactobacillus parabuchneri (taxid 152331),Lactobacillus sp. ESL0785 (taxid 2983232),Weissella paramesenteroides (taxid 1249)
Lautropia mirabilis ATCC 51599 (taxid 887898),Ramlibacter tataouinensis (taxid 94132),Comamonas odontotermitis (taxid 379895)
Escherichia coli SMS-3-5 (taxid 439855),Vibrio vulnificus MO6-24/O (taxid 914127),Dickeya solani (taxid 1089444)
Staphylococcus aureus 08BA02176 (taxid 1229492),Staphylococcus sp. IVB6181 (taxid 2929481),Weissella paramesenteroides (taxid 1249)
Lactobacillus sp. ESL0785 (taxid 2983232),Ligilactobacillus agilis (taxid 1601),Weissella paramesenteroides (taxid 1249)
Corynebacterium amycolatum (taxid 43765),Streptomyces albidoflavus (taxid 1886),Desulfuromonas soudanensis (taxid 1603606)
Pseudoleptotrichia goodfellowii (taxid 157692),Salmonella enterica subsp. enterica serovar Newport (taxid 108619),Mesorhizobium sp. Pch-S (taxid 2082387)
Dialister massiliensis (taxid 2161821),Clostridium bornimense (taxid 1216932),Clostridium baratii (taxid 1561)
Burkholderia contaminans (taxid 488447),Pasteurella multocida (taxid 747),Dickeya solani (taxid 1089444)
Meiothermus ruber DSM 1279 (taxid 504728),Truepera radiovictrix (taxid 332249),Pseudomonas sp. C27(2019) (taxid 2604941)
Polynucleobacter necessarius (taxid 576610),Comamonas odontotermitis (taxid 379895),Comamonas odontotermitis (taxid 379895)
Terasakiella sp. SH-1 (taxid 2560057),Faecalibacterium taiwanense (taxid 3030638),Pseudomonas sp. C27(2019) (taxid 2604941)
Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000661 (taxid 1182172),Alteromonas sp. RKMC-009 (taxid 2267264),Dickeya solani (taxid 1089444)
Halobacillus litoralis (taxid 45668),Tepidiforma bonchosmolovskayae (taxid 2601677),Ethanoligenens harbinense (taxid 253239)
Mesomycoplasma neurolyticum (taxid 2120),Emticicia oligotrophica DSM 17448 (taxid 929562),Streptococcus thermophilus (taxid 1308)
Ideonella dechloratans (taxid 36863),Candidatus Symbiobacter mobilis CR (taxid 946483),Comamonas odontotermitis (taxid 379895)
Chryseobacterium camelliae (taxid 1265445),Flavobacterium azooxidireducens (taxid 1871076),Myroides fluvii (taxid 2572594)
Melioribacter roseus P3M-2 (taxid 1191523),Alkalibacter rhizosphaerae (taxid 2815577),Clostridium baratii (taxid 1561)
Ligilactobacillus murinus ASF361 (taxid 1235801),Weissella jogaejeotgali (taxid 1631871),Weissella paramesenteroides (taxid 1249)
Fusobacterium polymorphum (taxid 76857),Weissella paramesenteroides (taxid 1249),Weissella paramesenteroides (taxid 1249)
Streptomyces sp. AM8-1-1 (taxid 3075825),Jatrophihabitans telluris (taxid 2038343),Ornithinimicrobium avium (taxid 2283195)
Lactobacillus gasseri (taxid 1596),Weissella jogaejeotgali (taxid 1631871),Weissella paramesenteroides (taxid 1249)
Auraticoccus monumenti (taxid 675864),Actinoallomurus sp. NBC_01490 (taxid 2903557),Nocardioides marmorisolisilvae (taxid 1542737)
Thioflavicoccus mobilis 8321 (taxid 765912),Candidatus Xiphinematobacter sp. Idaho Grape (taxid 1704307),Pseudomonas mosselii (taxid 78327)
Caulifigura coniformis (taxid 2527983),Symmachiella dynata (taxid 2527995),Luteimonas sp. JM171 (taxid 1896164)
Candidatus Zinderia endosymbiont of Aphrophora alni (taxid 3077951),Collimonas fungivorans Ter331 (taxid 1005048),Sulfuritalea hydrogenivorans sk43H (taxid 1223802)
Bacillus sp. T3 (taxid 467262),Paenibacillus larvae (taxid 1464),Bacillus sp. ZHX3 (taxid 2841656)
[Phormidium] sp. ETS-05 (taxid 222819),Cyanobium gracile PCC 6307 (taxid 292564),endosymbiont of unidentified scaly snail isolate Monju (taxid 1248727)
Caloramator sp. E03 (taxid 2576307),Paludicola sp. MB14-C6 (taxid 3070656),Clostridium baratii (taxid 1561)
Devosia sp. MC521 (taxid 2759954),Mesorhizobium sp. Pch-S (taxid 2082387),Mesorhizobium sp. Pch-S (taxid 2082387)
Brucella pinnipedialis B2/94 (taxid 520461),Brucella abortus (taxid 235),Mesorhizobium sp. Pch-S (taxid 2082387)
Peribacillus asahii (taxid 228899),Lentibacillus sp. CBA3610 (taxid 2518176),Bacillus velezensis (taxid 492670)
Rubrobacter indicoceani (taxid 2051957),Ammonifex degensii KC4 (taxid 429009),Pseudomonas sp. C27(2019) (taxid 2604941)
Heyndrickxia coagulans 36D1 (taxid 345219),Lentibacillus sp. CBA3610 (taxid 2518176),Bacillus velezensis (taxid 492670)
Xanthobacter dioxanivorans (taxid 2528964),Caulobacter sp. NIBR1757 (taxid 3016000),Mesorhizobium sp. Pch-S (taxid 2082387)
Candidatus Haliotispira prima (taxid 3034016),Hoylesella enoeca (taxid 76123),Sediminicola sp. YIK13 (taxid 1453352)
